Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Date,Transaction_Type,Organization_ID,Organization_Type,Sequence_Number,Worker_Workday_ID
30020924,6f2c740e5cf496f0e46ec5ffbd6d724b,2026-03-25,2026-03-25 11:11:59,Hire,CC_0001,Cost_Center,1,50970ddf59a2a2baf15420b344a8f0ca
30020924,6f2c740e5cf496f0e46ec5ffbd6d724b,2026-03-25,2026-03-25 11:11:59,Hire,WARLAB_HOLD,Company,1,50970ddf59a2a2baf15420b344a8f0ca
30020924,6f2c740e5cf496f0e46ec5ffbd6d724b,2026-03-25,2026-03-25 11:11:59,Hire,DEPT_INVEST_124,Supervisory,1,50970ddf59a2a2baf15420b344a8f0ca
30020925,49ec1c32bb65958d01ef844a7184c618,2026-03-25,2026-03-25 12:12:52,Hire,CC_0001,Cost_Center,1,4adf4aec5aa475ad77e26cb6e6804a9b
30020925,49ec1c32bb65958d01ef844a7184c618,2026-03-25,2026-03-25 12:12:52,Hire,WARLAB_HOLD,Company,1,4adf4aec5aa475ad77e26cb6e6804a9b
30020925,49ec1c32bb65958d01ef844a7184c618,2026-03-25,2026-03-25 12:12:52,Hire,DEPT_TECH_024,Supervisory,1,4adf4aec5aa475ad77e26cb6e6804a9b
30020926,8f386aa677b6161bfbd39a467a3d64e3,2026-03-25,2026-03-25 08:54:22,Hire,CC_0001,Cost_Center,1,f32ff46cc2209309c95e32172ab5cc11
30020926,8f386aa677b6161bfbd39a467a3d64e3,2026-03-25,2026-03-25 08:54:22,Hire,WARLAB_HOLD,Company,1,f32ff46cc2209309c95e32172ab5cc11
30020926,8f386aa677b6161bfbd39a467a3d64e3,2026-03-25,2026-03-25 08:54:22,Hire,DEPT_TECH_018,Supervisory,1,f32ff46cc2209309c95e32172ab5cc11
30005854,72763e57abaa4df896324e07687cc960,2026-03-25,2026-03-25 17:22:41,Data Change,CC_0001,Cost_Center,12,b54f609f420da7532dc272ade7dbd902
30005854,72763e57abaa4df896324e07687cc960,2026-03-25,2026-03-25 17:22:41,Data Change,WARLAB_HOLD,Company,12,b54f609f420da7532dc272ade7dbd902
30005854,72763e57abaa4df896324e07687cc960,2026-03-25,2026-03-25 17:22:41,Data Change,DEPT_ADMIN_133,Supervisory,12,b54f609f420da7532dc272ade7dbd902
30019585,f5a85872eec39272a9a09f9ff616be46,2026-03-25,2026-03-25 09:51:55,Data Change,CC_0001,Cost_Center,3,28fa95ac4e62687e77c0d0e47e0a598c
30019585,f5a85872eec39272a9a09f9ff616be46,2026-03-25,2026-03-25 09:51:55,Data Change,WARLAB_HOLD,Company,3,28fa95ac4e62687e77c0d0e47e0a598c
30019585,f5a85872eec39272a9a09f9ff616be46,2026-03-25,2026-03-25 09:51:55,Data Change,DEPT_SALES_090,Supervisory,3,28fa95ac4e62687e77c0d0e47e0a598c
30009580,57cbedeb3b0330324d89101429dcdec4,2026-03-25,2026-03-25 11:50:38,Change Job,CC_0001,Cost_Center,10,0758225450e966812170e18cdc8aa154
30009580,57cbedeb3b0330324d89101429dcdec4,2026-03-25,2026-03-25 11:50:38,Change Job,WARLAB_HOLD,Company,10,0758225450e966812170e18cdc8aa154
30009580,57cbedeb3b0330324d89101429dcdec4,2026-03-25,2026-03-25 11:50:38,Change Job,DEPT_SALES_100,Supervisory,10,0758225450e966812170e18cdc8aa154
30012038,ddbb3f85b0a83a097146ef15883af319,2026-03-05,2026-03-25 13:35:06,Data Change,CC_0001,Cost_Center,10,0b9b24743b0830776d012a07fd9a80f6
30012038,ddbb3f85b0a83a097146ef15883af319,2026-03-05,2026-03-25 13:35:06,Data Change,WARLAB_HOLD,Company,10,0b9b24743b0830776d012a07fd9a80f6
30012038,ddbb3f85b0a83a097146ef15883af319,2026-03-05,2026-03-25 13:35:06,Data Change,DEPT_OPS_074,Supervisory,10,0b9b24743b0830776d012a07fd9a80f6
